  721319.829, 4299068.172
  721385.786, 4299146.900
  721586.591, 4299348.446
  721652.064, 4299426.465
  721849.238, 4299626.200
  721913.787, 4299700.839
  721978.745, 4299775.327
  722188.842, 4300002.680
  722255.145, 4300075.076
  722321.982, 4300147.211
  722389.290, 4300219.086
  722659.301, 4300512.329
  722728.331, 4300583.685
  722797.547, 4300654.896
  723131.422, 4301025.279
  723201.593, 4301095.898
  723271.924, 4301166.492
  723342.393, 4301237.080
  723771.879, 4301722.679
  723842.687, 4301793.203
  723913.506, 4301863.705
  724447.891, 4302406.582
  724518.874, 4302476.821
  724589.877, 4302547.009
  724660.903, 4302617.140
  725162.329, 4303067.784
  725233.751, 4303137.885
  725305.254, 4303208.139
  725723.280, 4303642.905
  725794.148, 4303713.832
  725864.952, 4303784.820
  725935.694, 4303855.870
  721280.496, 4299250.860
  721351.552, 4299320.445
  721422.728, 4299389.892
  721494.026, 4299459.199
  721976.862, 4299853.809
  722048.529, 4299921.723
  722120.214, 4299988.985
  722191.966, 4300055.443
  722492.736, 4300286.863
  722565.646, 4300350.422
  722638.525, 4300412.356
  722812.745, 4300548.546
  722888.241, 4300607.077
  723010.001, 4300699.623
  723064.444, 4300733.754
  722672.103, 4301053.282
  722535.428, 4300890.065
  722477.927, 4300823.385
  722323.040, 4300657.194
  722254.636, 4300591.606
  721281.657, 4299100.466
  721347.324, 4299178.848
  721548.385, 4299380.699
  721613.659, 4299458.482
  721811.346, 4299658.821
  721876.039, 4299733.627
  721941.124, 4299808.261
  722151.864, 4300036.335
  722218.373, 4300108.956
  722285.398, 4300181.294
  722352.881, 4300253.355
  722623.323, 4300547.050
  722692.436, 4300618.492
  722761.732, 4300689.787
  723095.927, 4301060.495
  723166.150, 4301131.166
  723236.523, 4301201.801
  723307.022, 4301272.419
  723736.591, 4301758.101
  723807.407, 4301828.633
  723878.234, 4301899.144
  724412.714, 4302442.115
  724483.714, 4302512.371
  724554.736, 4302582.577
  724625.784, 4302652.730
  725127.308, 4303103.471
  725198.721, 4303173.563
  725270.196, 4303243.788
  725687.926, 4303678.261
  725758.762, 4303749.157
  725829.536, 4303820.114
  725900.247, 4303891.133
  721245.480, 4299286.551
  721316.600, 4299356.200
  721387.843, 4299425.712
  721459.209, 4299495.084
  721942.397, 4299890.033
  722014.218, 4299958.092
  722086.109, 4300025.548
  722158.131, 4300092.255
  722459.684, 4300324.381
  722533.006, 4300388.299
  722606.439, 4300450.703
  722781.815, 4300587.831
  722857.900, 4300646.819
  722981.887, 4300740.970
  723041.439, 4300778.148
  722712.471, 4301023.779
  722573.883, 4300858.108
  722515.079, 4300789.923
  722357.953, 4300621.401
  722288.919, 4300555.210
  721243.485, 4299132.759
  721308.862, 4299210.796
  721510.179, 4299412.953
  721575.255, 4299490.499
  721773.453, 4299691.443
  721838.290, 4299766.415
  721903.503, 4299841.196
  722114.886, 4300069.989
  722181.601, 4300142.836
  722248.814, 4300215.377
  722316.471, 4300287.624
  722587.345, 4300581.772
  722656.542, 4300653.300
  722725.918, 4300724.677
  723060.432, 4301095.710
  723130.708, 4301166.434
  723201.122, 4301237.110
  723271.652, 4301307.759
  723701.303, 4301793.524
  723772.126, 4301864.063
  723842.962, 4301934.582
  724377.538, 4302477.648
  724448.554, 4302547.920
  724519.595, 4302618.146
  724590.665, 4302688.320
  725092.287, 4303139.158
  725163.692, 4303209.241
  725235.137, 4303279.438
  725652.571, 4303713.617
  725723.376, 4303784.482
  725794.119, 4303855.408
  725864.799, 4303926.396
  721210.464, 4299322.242
  721281.649, 4299391.955
  721352.959, 4299461.532
  721424.393, 4299530.970
  721907.933, 4299926.258
  721979.907, 4299994.462
  722052.005, 4300062.112
  722124.295, 4300129.068
  722426.633, 4300361.899
  722500.366, 4300426.176
  722574.352, 4300489.050
  722750.885, 4300627.116
  722827.558, 4300686.561
  722953.773, 4300782.317
  723018.435, 4300822.541
  722752.839, 4300994.276
  722612.338, 4300826.152
  722552.231, 4300756.461
  722392.865, 4300585.608
  722323.202, 4300518.813
  721205.312, 4299165.053
  721270.400, 4299242.744
  721471.972, 4299445.206
  721536.850, 4299522.516
  721735.560, 4299724.064
  721800.541, 4299799.203
  721865.883, 4299874.130
  722077.909, 4300103.644
  722144.829, 4300176.716
  722212.231, 4300249.460
  722280.062, 4300321.892
  722551.367, 4300616.493
  722620.647, 4300688.108
  722690.104, 4300759.568
  723024.937, 4301130.925
  723095.265, 4301201.702
  723165.721, 4301272.420
  723236.281, 4301343.099
  723666.015, 4301828.947
  723736.846, 4301899.493
  723807.690, 4301970.021
  724342.361, 4302513.182
