  724413.394, 4302583.470
  724484.454, 4302653.714
  724555.546, 4302723.910
  725057.267, 4303174.845
  725128.662, 4303244.918
  725200.079, 4303315.088
  725617.216, 4303748.973
  725687.991, 4303819.807
  725758.702, 4303890.702
  725829.352, 4303961.659
  721175.447, 4299357.934
  721246.698, 4299427.710
  721318.074, 4299497.352
  721389.576, 4299566.856
  721873.469, 4299962.482
  721945.596, 4300030.831
  722017.900, 4300098.675
  722090.459, 4300165.880
  722393.582, 4300399.417
  722467.726, 4300464.052
  722542.266, 4300527.397
  722719.954, 4300666.401
  722797.217, 4300726.302
  722925.658, 4300823.664
  722995.431, 4300866.935
  722793.207, 4300964.774
  722650.793, 4300794.195
  722589.384, 4300722.999
  722427.777, 4300549.815
  722357.485, 4300482.417
  721167.140, 4299197.346
  721231.938, 4299274.692
  721433.766, 4299477.459
  721498.446, 4299554.533
  721697.668, 4299756.685
  721762.792, 4299831.990
  721828.262, 4299907.064
  722040.931, 4300137.299
  722108.058, 4300210.595
  722175.647, 4300283.542
  722243.652, 4300356.161
  722515.389, 4300651.215
  722584.752, 4300722.915
  722654.290, 4300794.458
  722989.442, 4301166.140
  723059.823, 4301236.970
  723130.319, 4301307.729
  723200.910, 4301378.439
  723630.728, 4301864.370
  723701.566, 4301934.923
  723772.418, 4302005.459
  724307.185, 4302548.715
  724378.234, 4302619.019
  724449.313, 4302689.283
  724520.427, 4302759.500
  725022.246, 4303210.531
  725093.632, 4303280.596
  725165.020, 4303350.738
  725581.862, 4303784.330
  725652.605, 4303855.132
  725723.286, 4303925.996
  725793.905, 4303996.922
  721140.431, 4299393.625
  721211.747, 4299463.465
  721283.189, 4299533.171
  721354.759, 4299602.741
  721839.004, 4299998.707
  721911.284, 4300067.201
  721983.795, 4300135.238
  722056.623, 4300202.692
  722360.530, 4300436.935
  722435.087, 4300501.929
  722510.180, 4300565.743
  722689.024, 4300705.686
  722766.876, 4300766.044
  722897.544, 4300865.011
  722972.426, 4300911.329
  722833.576, 4300935.271
  722689.247, 4300762.238
  722626.536, 4300689.537
  722462.690, 4300514.022
  722391.768, 4300446.021
  721128.968, 4299229.640
  721193.476, 4299306.640
  721395.560, 4299509.713
  721460.041, 4299586.550
  721659.775, 4299789.306
  721725.044, 4299864.778
  721790.641, 4299939.999
  722003.953, 4300170.954
  722071.286, 4300244.475
  722139.063, 4300317.625
  722207.243, 4300390.430
  722479.411, 4300685.937
  722548.857, 4300757.723
  722618.475, 4300829.349
  722953.948, 4301201.355
  723024.380, 4301272.238
  723094.918, 4301343.039
  723165.539, 4301413.779
  723595.440, 4301899.793
  723666.285, 4301970.354
  723737.146, 4302040.898
  724272.008, 4302584.248
  724343.074, 4302654.569
  724414.172, 4302724.851
  724485.308, 4302795.090
  724987.225, 4303246.218
  725058.602, 4303316.274
  725129.962, 4303386.387
  725546.507, 4303819.686
  725617.219, 4303890.457
  725687.869, 4303961.290
  725758.457, 4304032.185
  721105.415, 4299429.316
  721176.796, 4299499.220
  721248.304, 4299568.991
  721319.942, 4299638.627
  721804.540, 4300034.931
  721876.973, 4300103.570
  721949.691, 4300171.802
  722022.788, 4300239.504
  722327.479, 4300474.454
  722402.447, 4300539.805
  722478.094, 4300604.090
  722658.094, 4300744.971
  722736.535, 4300805.786
  722869.430, 4300906.359
  722949.422, 4300955.722
  722873.944, 4300905.768
  722727.702, 4300730.282
  722663.688, 4300656.075
  722497.602, 4300478.229
  722426.051, 4300409.625
  721090.795, 4299261.933
  721155.014, 4299338.587
  721357.353, 4299541.966
  721421.636, 4299618.567
  721621.882, 4299821.928
  721687.295, 4299897.566
  721753.020, 4299972.933
  721966.975, 4300204.608
  722034.514, 4300278.355
  722102.479, 4300351.708
  722170.833, 4300424.699
  722443.433, 4300720.658
  722512.963, 4300792.530
  722582.661, 4300864.239
  722918.453, 4301236.571
  722988.938, 4301307.506
  723059.517, 4301378.348
  723130.168, 4301449.118
  723560.152, 4301935.215
  723631.005, 4302005.784
  723701.874, 4302076.336
  724236.831, 4302619.781
  724307.914, 4302690.118
  724379.031, 4302760.420
  724450.189, 4302830.680
  724952.205, 4303281.905
  725023.573, 4303351.952
  725094.903, 4303422.037
  725511.153, 4303855.042
  725581.834, 4303925.782
  725652.453, 4303996.584
  725723.010, 4304067.448
  721070.399, 4299465.007
  721141.845, 4299534.975
  721213.420, 4299604.811
  721285.125, 4299674.513
  721770.076, 4300071.156
  721842.662, 4300139.939
  721915.586, 4300208.365
  721988.952, 4300276.317
  722294.428, 4300511.972
  722369.807, 4300577.682
  722446.008, 4300642.437
  722627.164, 4300784.257
  722706.193, 4300845.528
  722841.316, 4300947.706
  722926.417, 4301000.116
  722914.312, 4300876.265
  722766.157, 4300698.325
  722700.840, 4300622.613
  722532.515, 4300442.437
  722460.334, 4300373.229
  721052.623, 4299294.227
  721116.552, 4299370.535
  721319.147, 4299574.219
  721383.232, 4299650.584
  721583.990, 4299854.549
  721649.546, 4299930.354
  721715.399, 4300005.868
  721929.997, 4300238.263
  721997.742, 4300312.234
  722065.896, 4300385.790
  722134.424, 4300458.968
  722407.455, 4300755.380
  722477.068, 4300827.338
  722546.847, 4300899.129
  722882.958, 4301271.786
  722953.495, 4301342.774
  723024.116, 4301413.658
  723094.797, 4301484.458
  723524.865, 4301970.638
  723595.725, 4302041.214
  723666.602, 4302111.775
  724201.655, 4302655.314
  724272.754, 4302725.668
  724343.890, 4302795.988
  724415.070, 4302866.270
  724917.184, 4303317.592
  724988.543, 4303387.630
  725059.845, 4303457.687
  725475.798, 4303890.398
  725546.448, 4303961.107
  725617.036, 4304031.878
  725687.562, 4304102.711
  721035.383, 4299500.699
  721106.894, 4299570.730
  721178.535, 4299640.631
  721250.308, 4299710.399
  721735.611, 4300107.380
  721808.351, 4300176.309
  721881.482, 4300244.928
  721955.116, 4300313.129
  722261.376, 4300549.490
  722337.167, 4300615.559
  722413.922, 4300680.784
  722596.234, 4300823.542
  722675.852, 4300885.269
  722813.201, 4300989.053
  722903.413, 4301044.510
  722954.680, 4300846.763
  722804.612, 4300666.369
  722737.993, 4300589.151
  722567.427, 4300406.644
  722494.617, 4300336.833
  721014.450, 4299326.520
  721078.090, 4299402.483
  721280.941, 4299606.472
  721344.827, 4299682.601
  721546.097, 4299887.170
  721611.798, 4299963.141
  721677.778, 4300038.802
  721893.020, 4300271.918
  721960.970, 4300346.114
  722029.312, 4300419.873
  722098.014, 4300493.236
  722371.477, 4300790.101
  722441.173, 4300862.146
  722511.033, 4300934.020
  722847.463, 4301307.001
  722918.053, 4301378.042
  722988.715, 4301448.967
  723059.426, 4301519.798
  723489.577, 4302006.061
  723560.444, 4302076.644
  723631.330, 4302147.213
  724166.478, 4302690.847
  724237.593, 4302761.217
  724308.749, 4302831.557
  724379.951, 4302901.860
  724882.163, 4303353.279
  724953.513, 4303423.308
  725024.787, 4303493.337
  725440.443, 4303925.754
  725511.062, 4303996.432
  725581.619, 4304067.172
  725652.115, 4304137.974
  721000.367, 4299536.390
  721071.943, 4299606.485
  721143.650, 4299676.450
  721215.491, 4299746.284
  721701.147, 4300143.605
  721774.040, 4300212.678
  721847.377, 4300281.491
  721921.280, 4300349.941
  722228.325, 4300587.008
  722304.527, 4300653.435
  722381.836, 4300719.131
  722565.303, 4300862.827
  722645.511, 4300925.011
  722785.087, 4301030.400
  722880.409, 4301088.903
  722995.048, 4300817.260
  722843.067, 4300634.412
  722775.145, 4300555.689
  722602.339, 4300370.851
  722528.900, 4300300.437
  720976.278, 4299358.814
  721039.628, 4299434.431
  721242.734, 4299638.726
  721306.422, 4299714.618
  721508.204, 4299919.791
  721574.049, 4299995.929
  721640.158, 4300071.736
  721856.042, 4300305.573
  721924.198, 4300379.994
  721992.728, 4300453.956
  722061.605, 4300527.505
  722335.499, 4300824.823
  722405.279, 4300896.953
  722475.219, 4300968.910
  722811.968, 4301342.216
  722882.610, 4301413.310
  722953.313, 4301484.276
  723024.055, 4301555.138
  723454.289, 4302041.484
  723525.164, 4302112.074
  723596.058, 4302182.652
  724131.302, 4302726.381
  724202.433, 4302796.767
  724273.608, 4302867.125
  724344.832, 4302937.450
  724847.142, 4303388.966
  724918.483, 4303458.986
  724989.728, 4303528.987
  725405.089, 4303961.110
  725475.677, 4304031.757
  725546.203, 4304102.466
  725616.667, 4304173.237
  720965.350, 4299572.081
  721036.992, 4299642.240
  721108.765, 4299712.270
  721180.674, 4299782.170
  721666.683, 4300179.829
  721739.728, 4300249.048
  721813.272, 4300318.055
  721887.445, 4300386.753
  722195.273, 4300624.526
  722271.887, 4300691.312
  722349.750, 4300757.478
  722534.373, 4300902.112
  722615.170, 4300964.753
  722756.973, 4301071.747
  722857.404, 4301133.297
  723035.416, 4300787.757
  722881.522, 4300602.456
  722812.297, 4300522.227
  722637.252, 4300335.058
  722563.183, 4300264.041
  720938.106, 4299391.107
  721001.166, 4299466.379
  721204.528, 4299670.979
  721268.018, 4299746.634
  721470.312, 4299952.413
  721536.300, 4300028.717
  721602.537, 4300104.671
  721819.064, 4300339.227
  721887.427, 4300413.873
  721956.144, 4300488.038
  722025.195, 4300561.774
  722299.521, 4300859.545
  722369.384, 4300931.761
  722439.404, 4301003.801
  722776.473, 4301377.432
  722847.168, 4301448.578
  722917.912, 4301519.586
  722988.684, 4301590.477
  723419.001, 4302076.907
  723489.884, 4302147.504
  723560.786, 4302218.090
  724096.125, 4302761.914
  724167.273, 4302832.316
  724238.467, 4302902.694
  724309.713, 4302973.040
  724812.122, 4303424.653
  724883.453, 4303494.664
  724954.670, 4303564.636
  725369.734, 4303996.466
  725440.291, 4304067.082
  725510.786, 4304137.760
  725581.220, 4304208.500
  720930.334, 4299607.773
  721002.041, 4299677.995
  721073.881, 4299748.090
  721145.857, 4299818.056
  721632.218, 4300216.053
  721705.417, 4300285.417
  721779.168, 4300354.618
  721853.609, 4300423.566
  722162.222, 4300662.044
  722239.247, 4300729.189
  722317.663, 4300795.824
  722503.443, 4300941.397
  722584.828, 4301004.495
  722728.859, 4301113.094
  722834.400, 4301177.691
  723075.784, 4300758.254
  722919.977, 4300570.499
  722849.450, 4300488.765
  722672.164, 4300299.265
  722597.466, 4300227.644
  720899.933, 4299423.401
  720962.704, 4299498.327
  721166.322, 4299703.232
  721229.613, 4299778.651
  721432.419, 4299985.034
  721498.552, 4300061.505
  721564.916, 4300137.605
  721782.086, 4300372.882
  721850.655, 4300447.753
  721919.561, 4300522.121
  721988.786, 4300596.043
  722263.543, 4300894.266
  722333.489, 4300966.568
  722403.590, 4301038.691
  722740.978, 4301412.647
  722811.725, 4301483.846
  722882.511, 4301554.895
  722953.314, 4301625.817
  723383.714, 4302112.330
  723454.603, 4302182.935
  723525.514, 4302253.529
  724060.948, 4302797.447
  724132.113, 4302867.866
  724203.326, 4302938.262
  724274.594, 4303008.631
  724777.101, 4303460.339
  724848.424, 4303530.342
  724919.611, 4303600.286
  725334.380, 4304031.822
  725404.905, 4304102.407
  725475.370, 4304173.054
  725545.772, 4304243.763
  720895.318, 4299643.464
  720967.090, 4299713.750
  721038.996, 4299783.910
  721111.040, 4299853.941
  721597.754, 4300252.278
  721671.106, 4300321.787
  721745.063, 4300391.181
  721819.773, 4300460.378
  722129.171, 4300699.562
  722206.607, 4300767.065
  722285.577, 4300834.171
  722472.513, 4300980.682
  722554.487, 4301044.236
  722700.744, 4301154.442
  722811.395, 4301222.084
  723116.153, 4300728.752
  722958.432, 4300538.543
  722886.602, 4300455.303
  722707.076, 4300263.472
  722631.749, 4300191.248
  720861.761, 4299455.694
  720924.241, 4299530.275
  721128.115, 4299735.486
  721191.209, 4299810.668
  721394.526, 4300017.655
  721460.803, 4300094.292
  721527.295, 4300170.539
  721745.109, 4300406.537
  721813.883, 4300481.633
  721882.977, 4300556.204
  721952.376, 4300630.311
  722227.565, 4300928.988
  722297.594, 4301001.376
  722367.776, 4301073.581
  722705.483, 4301447.862
  722776.283, 4301519.114
  722847.110, 4301590.205
  722917.943, 4301661.157
  723348.426, 4302147.752
  723419.323, 4302218.365
  723490.242, 4302288.967
  724025.772, 4302832.980
  724096.953, 4302903.415
  724168.186, 4302973.830
  724239.475, 4303044.221
  724742.080, 4303496.026
  724813.394, 4303566.020
  724884.553, 4303635.936
  725299.025, 4304067.178
  725369.520, 4304137.732
  725439.953, 4304208.348
  725510.325, 4304279.026
  720860.302, 4299679.155
  720932.139, 4299749.505
  721004.111, 4299819.729
  721076.223, 4299889.827
  721563.290, 4300288.502
  721636.795, 4300358.156
  721710.958, 4300427.745
  721785.937, 4300497.190
  722096.119, 4300737.080
  722173.968, 4300804.942
  722253.491, 4300872.518
  722441.582, 4301019.967
  722524.146, 4301083.978
  722672.630, 4301195.789
  722788.391, 4301266.478
  723156.521, 4300699.249
  722996.887, 4300506.586
  722923.754, 4300421.841
  722741.989, 4300227.679
  722666.032, 4300154.852
